MarkerName,Effect,StdErr,P-value,Direction,HetISq,HetChiSq,HetDf,HetPVal,CpG_chrm,CpG_beg,CpG_end,probe_strand,genesUniq,geneNames,transcriptTypes,transcriptIDs,distToTSS,CGI,CGIposition,snpID,snpChrm,snpEnd,snpRef,snpAlt,GAN,GAC,GAF,distance
cg2236,0.4813,0.2125,0.02349,++,0,0.501,1,0.479,,,,,,,,,,,,,,,,,,,,
cg4910,0.5396,0.2382,0.02351,-+,36.1,1.565,1,0.2109,,,,,,,,,,,,,,,,,,,,
cg3535,0.9524,0.4217,0.02391,+-,63.4,2.733,1,0.0983,,,,,,,,,,,,,,,,,,,,
cg1696,-0.7538,0.3341,0.02405,--,0,0.153,1,0.6959,,,,,,,,,,,,,,,,,,,,
cg2639,-0.7006,0.3107,0.02416,--,0,0.952,1,0.3293,,,,,,,,,,,,,,,,,,,,
cg3311,-0.4343,0.1927,0.02422,--,0,0.337,1,0.5616,,,,,,,,,,,,,,,,,,,,
cg1843,-0.3877,0.1723,0.02442,+-,6.1,1.065,1,0.3021,,,,,,,,,,,,,,,,,,,,
cg4612,-0.3473,0.1544,0.02449,+-,89.1,9.147,1,0.002491,,,,,,,,,,,,,,,,,,,,
cg1237,0.6001,0.2669,0.02456,+-,25.9,1.35,1,0.2453,,,,,,,,,,,,,,,,,,,,
cg1975,-0.4062,0.1808,0.02469,--,0,0.368,1,0.5439,,,,,,,,,,,,,,,,,,,,
cg2358,0.3241,0.1445,0.02488,++,0,0.595,1,0.4405,,,,,,,,,,,,,,,,,,,,
cg541,-0.4816,0.2148,0.02496,+-,43.9,1.782,1,0.1819,,,,,,,,,,,,,,,,,,,,
cg3490,0.1331,0.0594,0.025,-+,95.6,22.823,1,1.776e-06,,,,,,,,,,,,,,,,,,,,
cg4027,0.237,0.1058,0.0251,-+,0,0.839,1,0.3596,,,,,,,,,,,,,,,,,,,,
cg4546,0.6132,0.2741,0.02528,++,0,0.324,1,0.5691,,,,,,,,,,,,,,,,,,,,
cg3701,-0.3888,0.1739,0.0254,+-,43.6,1.773,1,0.1831,,,,,,,,,,,,,,,,,,,,
cg3857,-0.4916,0.22,0.02546,--,0,0.048,1,0.8272,,,,,,,,,,,,,,,,,,,,
cg1606,-0.07,0.0314,0.02558,+-,0,0.011,1,0.9176,,,,,,,,,,,,,,,,,,,,
cg1228,-0.4576,0.2056,0.02604,--,0,0.017,1,0.8956,,,,,,,,,,,,,,,,,,,,
cg519,0.598,0.2688,0.02613,-+,60.5,2.532,1,0.1116,,,,,,,,,,,,,,,,,,,,
cg3364,-0.4644,0.2088,0.02618,--,0,0.014,1,0.9073,,,,,,,,,,,,,,,,,,,,
cg675,-0.289,0.1303,0.02661,+-,50.4,2.014,1,0.1558,,,,,,,,,,,,,,,,,,,,
cg2123,0.3066,0.1384,0.02672,++,0,0.042,1,0.8368,,,,,,,,,,,,,,,,,,,,
cg1317,-0.2271,0.1026,0.0269,--,0,0.048,1,0.8257,,,,,,,,,,,,,,,,,,,,
cg1663,-0.6247,0.2826,0.02707,--,68.3,3.153,1,0.07578,,,,,,,,,,,,,,,,,,,,
cg145,-0.8021,0.3629,0.02709,--,0,0.076,1,0.7834,,,,,,,,,,,,,,,,,,,,
cg3814,-0.7263,0.3287,0.02714,--,18.5,1.226,1,0.2681,,,,,,,,,,,,,,,,,,,,
cg2026,0.5816,0.2632,0.02715,++,0,0.878,1,0.3489,,,,,,,,,,,,,,,,,,,,
cg2419,0.3666,0.166,0.02719,-+,91.7,12.066,1,0.0005135,,,,,,,,,,,,,,,,,,,,
cg4154,0.8883,0.4023,0.02725,+-,59.4,2.466,1,0.1164,,,,,,,,,,,,,,,,,,,,
cg3751,0.6021,0.2728,0.02728,-+,0,0.457,1,0.4989,,,,,,,,,,,,,,,,,,,,
cg1231,-0.5612,0.2548,0.02763,+-,87.8,8.198,1,0.004194,,,,,,,,,,,,,,,,,,,,
cg2693,-0.5652,0.2567,0.02768,--,0,0.082,1,0.7742,,,,,,,,,,,,,,,,,,,,
cg2568,0.4166,0.1894,0.02785,++,0,0.038,1,0.8463,,,,,,,,,,,,,,,,,,,,
cg3874,0.9424,0.4288,0.02797,++,41.9,1.72,1,0.1897,,,,,,,,,,,,,,,,,,,,
cg2164,-0.8393,0.3821,0.02806,--,0,0.014,1,0.9048,,,,,,,,,,,,,,,,,,,,
cg88,0.5447,0.2481,0.02815,++,26.4,1.359,1,0.2437,,,,,,,,,,,,,,,,,,,,
cg2109,-0.2318,0.1057,0.02834,+-,36.4,1.573,1,0.2098,,,,,,,,,,,,,,,,,,,,
cg3463,-0.7131,0.3253,0.02835,--,0,0.503,1,0.478,,,,,,,,,,,,,,,,,,,,
cg3678,-0.0239,0.0109,0.02853,--,0,0.047,1,0.8275,,,,,,,,,,,,,,,,,,,,
cg226,0.4927,0.2251,0.02858,-+,70.7,3.407,1,0.0649,,,,,,,,,,,,,,,,,,,,
cg4074,-0.5329,0.2437,0.02874,--,0,0.328,1,0.5666,,,,,,,,,,,,,,,,,,,,
cg250,-0.4962,0.227,0.02878,--,70.6,3.407,1,0.06493,,,,,,,,,,,,,,,,,,,,
cg2048,-0.6718,0.3073,0.02883,--,0,0.048,1,0.8262,,,,,,,,,,,,,,,,,,,,
cg2461,0.3875,0.1773,0.02883,++,0,0.188,1,0.6643,,,,,,,,,,,,,,,,,,,,
cg3992,-1.1124,0.511,0.0295,--,33.5,1.504,1,0.2201,,,,,,,,,,,,,,,,,,,,
cg1545,0.5374,0.2471,0.02966,-+,56.8,2.315,1,0.1282,,,,,,,,,,,,,,,,,,,,
cg1016,-0.5378,0.2473,0.02966,--,0,0.066,1,0.7972,,,,,,,,,,,,,,,,,,,,
cg4360,0.8664,0.3986,0.02971,++,0,0.341,1,0.5595,,,,,,,,,,,,,,,,,,,,
cg1647,0.3492,0.1606,0.02973,-+,85.4,6.851,1,0.00886,,,,,,,,,,,,,,,,,,,,
cg1186,-0.3346,0.154,0.02979,--,0,0.746,1,0.3877,,,,,,,,,,,,,,,,,,,,
cg4144,-0.5641,0.2597,0.02984,--,0,0.243,1,0.6219,,,,,,,,,,,,,,,,,,,,
cg3905,0.3493,0.1609,0.0299,++,73.4,3.756,1,0.05263,,,,,,,,,,,,,,,,,,,,
cg514,0.1429,0.0659,0.03007,++,0,0.11,1,0.7401,,,,,,,,,,,,,,,,,,,,
cg3021,0.741,0.3419,0.03019,+-,90.1,10.084,1,0.001496,,,,,,,,,,,,,,,,,,,,
cg3030,-0.8218,0.3796,0.03041,--,0,0.011,1,0.9158,,,,,,,,,,,,,,,,,,,,
cg670,0.4755,0.22,0.03065,-+,26,1.351,1,0.2451,,,,,,,,,,,,,,,,,,,,
cg4361,0.4019,0.1862,0.03084,-+,0,0.313,1,0.5758,,,,,,,,,,,,,,,,,,,,
cg219,0.4228,0.1959,0.03091,++,0,0.097,1,0.7555,,,,,,,,,,,,,,,,,,,,
cg348,0.4476,0.2075,0.03102,+-,92.3,13.059,1,0.0003018,,,,,,,,,,,,,,,,,,,,
cg248,0.6074,0.2817,0.03109,++,0,0.001,1,0.9739,,,,,,,,,,,,,,,,,,,,
cg4697,0.7997,0.371,0.0311,++,60.2,2.512,1,0.113,,,,,,,,,,,,,,,,,,,,
cg899,-0.9355,0.4353,0.03163,--,0,0.844,1,0.3582,,,,,,,,,,,,,,,,,,,,
cg1653,0.3697,0.1723,0.0319,++,0,0.183,1,0.6684,,,,,,,,,,,,,,,,,,,,
cg3932,0.1137,0.053,0.03199,-+,86.5,7.41,1,0.006485,,,,,,,,,,,,,,,,,,,,
cg117,0.1888,0.0881,0.03204,-+,0,0.125,1,0.7232,,,,,,,,,,,,,,,,,,,,
cg3722,0.2849,0.1329,0.03213,++,0,0.014,1,0.9046,,,,,,,,,,,,,,,,,,,,
cg2243,0.7511,0.3505,0.03213,++,63.3,2.726,1,0.09871,,,,,,,,,,,,,,,,,,,,
cg3619,0.4922,0.2297,0.03215,++,0,0.037,1,0.8473,,,,,,,,,,,,,,,,,,,,
cg54,0.3877,0.1812,0.03237,++,0,0.004,1,0.9474,,,,,,,,,,,,,,,,,,,,
cg2764,-0.3225,0.1508,0.0325,-+,93.6,15.566,1,7.969e-05,,,,,,,,,,,,,,,,,,,,
cg274,-0.6078,0.2843,0.03251,+-,61.5,2.6,1,0.1069,,,,,,,,,,,,,,,,,,,,
cg4092,0.1734,0.0811,0.03258,++,4.8,1.051,1,0.3054,,,,,,,,,,,,,,,,,,,,
cg1299,-0.7596,0.3555,0.03265,--,39.8,1.66,1,0.1976,,,,,,,,,,,,,,,,,,,,
cg4095,-0.7709,0.3608,0.03266,--,66.3,2.969,1,0.08485,,,,,,,,,,,,,,,,,,,,
cg331,-0.269,0.1259,0.03268,--,87.2,7.832,1,0.005132,,,,,,,,,,,,,,,,,,,,
cg3078,-0.1964,0.0921,0.0329,+-,0,0.178,1,0.6732,,,,,,,,,,,,,,,,,,,,
cg3854,0.4556,0.2136,0.03293,++,0,0.01,1,0.9188,,,,,,,,,,,,,,,,,,,,
cg116,0.5232,0.2453,0.03295,++,0,0.414,1,0.5198,,,,,,,,,,,,,,,,,,,,
cg1685,-0.8313,0.3902,0.03315,--,0,0.046,1,0.83,,,,,,,,,,,,,,,,,,,,
cg1297,0.267,0.1253,0.03315,++,80.2,5.046,1,0.02468,,,,,,,,,,,,,,,,,,,,
cg33,-0.2709,0.1272,0.03319,--,0,0.035,1,0.8507,,,,,,,,,,,,,,,,,,,,
cg1100,-0.3237,0.1521,0.0333,+-,45,1.818,1,0.1776,,,,,,,,,,,,,,,,,,,,
cg830,0.4976,0.2341,0.03353,-+,0,0.601,1,0.4383,,,,,,,,,,,,,,,,,,,,
cg4181,0.638,0.3002,0.03358,++,0,0.669,1,0.4133,,,,,,,,,,,,,,,,,,,,
cg3104,-0.7435,0.3501,0.0337,--,0,0.617,1,0.4323,,,,,,,,,,,,,,,,,,,,
cg3691,0.5171,0.2436,0.03379,++,0,0.399,1,0.5278,,,,,,,,,,,,,,,,,,,,
cg2370,-0.2663,0.1255,0.03382,+-,73.5,3.78,1,0.05188,,,,,,,,,,,,,,,,,,,,
cg1205,0.3243,0.1529,0.03391,-+,50,1.999,1,0.1574,,,,,,,,,,,,,,,,,,,,
cg2023,-0.4694,0.2213,0.03391,+-,10.3,1.114,1,0.2912,,,,,,,,,,,,,,,,,,,,
cg659,-0.4256,0.2009,0.03412,+-,55.7,2.259,1,0.1328,,,,,,,,,,,,,,,,,,,,
cg470,-0.3267,0.1542,0.03413,+-,25.9,1.349,1,0.2455,,,,,,,,,,,,,,,,,,,,
cg1270,-0.4488,0.2119,0.03418,--,0,0.324,1,0.5691,,,,,,,,,,,,,,,,,,,,
cg3043,-0.1736,0.0821,0.03444,--,0,0.08,1,0.7776,,,,,,,,,,,,,,,,,,,,
cg3053,-0.7601,0.3596,0.03453,--,0,0.096,1,0.7567,,,,,,,,,,,,,,,,,,,,
cg3848,0.119,0.0563,0.03462,-+,90.7,10.807,1,0.001011,,,,,,,,,,,,,,,,,,,,
cg1874,-0.1109,0.0525,0.03463,+-,0,0.814,1,0.3671,,,,,,,,,,,,,,,,,,,,
cg357,-0.4018,0.1904,0.03477,+-,86.1,7.192,1,0.007321,,,,,,,,,,,,,,,,,,,,
cg444,0.7397,0.3505,0.03485,++,0,0.038,1,0.8446,,,,,,,,,,,,,,,,,,,,
cg1471,-0.5665,0.2685,0.03486,--,0,0.263,1,0.6081,,,,,,,,,,,,,,,,,,,,
cg4445,-0.8049,0.3819,0.03504,-+,75.6,4.099,1,0.04291,,,,,,,,,,,,,,,,,,,,
cg1044,0.5556,0.2639,0.03526,++,0,0.06,1,0.8063,,,,,,,,,,,,,,,,,,,,
cg3946,-0.4818,0.2289,0.03526,--,0,0.136,1,0.7123,,,,,,,,,,,,,,,,,,,,
cg3285,0.5908,0.2808,0.03536,++,0,0.005,1,0.9439,,,,,,,,,,,,,,,,,,,,
cg4312,0.1764,0.0839,0.03548,-+,0,0.426,1,0.514,,,,,,,,,,,,,,,,,,,,
cg3363,-0.3383,0.1609,0.0355,--,0,0.2,1,0.6548,,,,,,,,,,,,,,,,,,,,
cg4597,0.2695,0.1282,0.0355,++,0,0.015,1,0.9019,,,,,,,,,,,,,,,,,,,,
cg3772,-0.1578,0.0751,0.03553,--,0,0.166,1,0.6839,,,,,,,,,,,,,,,,,,,,
cg1578,0.1285,0.0612,0.03564,-+,0,0.035,1,0.8514,,,,,,,,,,,,,,,,,,,,
cg2533,0.3419,0.1628,0.03571,++,0,0.197,1,0.6572,,,,,,,,,,,,,,,,,,,,
cg3189,-0.3981,0.1896,0.03574,+-,21,1.265,1,0.2606,,,,,,,,,,,,,,,,,,,,
cg3860,-0.3733,0.1778,0.03582,+-,0,0.797,1,0.3721,,,,,,,,,,,,,,,,,,,,
cg3920,-0.2402,0.1145,0.03591,+-,79.3,4.837,1,0.02785,,,,,,,,,,,,,,,,,,,,
cg1563,0.7088,0.338,0.036,++,0,0.386,1,0.5345,,,,,,,,,,,,,,,,,,,,
cg4446,-0.4607,0.2199,0.0362,--,0,0.07,1,0.7912,,,,,,,,,,,,,,,,,,,,
cg4684,-0.3769,0.1799,0.03622,+-,87.4,7.929,1,0.004866,,,,,,,,,,,,,,,,,,,,
cg3373,0.6421,0.3068,0.03635,-+,10.7,1.12,1,0.29,,,,,,,,,,,,,,,,,,,,
cg2735,0.3865,0.1847,0.03636,++,0,0.051,1,0.8219,,,,,,,,,,,,,,,,,,,,
cg2723,-0.6044,0.2889,0.03644,--,0,0.153,1,0.6955,,,,,,,,,,,,,,,,,,,,
cg2965,-0.217,0.1038,0.03651,+-,61.6,2.601,1,0.1068,,,,,,,,,,,,,,,,,,,,
cg284,0.7544,0.3611,0.03668,++,0,0.174,1,0.6769,,,,,,,,,,,,,,,,,,,,
cg722,0.735,0.3526,0.03713,++,33.8,1.511,1,0.219,,,,,,,,,,,,,,,,,,,,
cg2910,-0.3997,0.1919,0.03731,--,0,0.821,1,0.3649,,,,,,,,,,,,,,,,,,,,
cg3536,-0.2028,0.0974,0.03733,--,46.5,1.87,1,0.1715,,,,,,,,,,,,,,,,,,,,
cg4647,-0.3738,0.1796,0.03742,--,0,0,1,0.9985,,,,,,,,,,,,,,,,,,,,
cg245,-0.4505,0.2171,0.03799,--,0,0.071,1,0.7904,,,,,,,,,,,,,,,,,,,,
cg3324,0.4852,0.2339,0.03804,++,0,0.023,1,0.88,,,,,,,,,,,,,,,,,,,,
cg4162,0.3173,0.153,0.03808,++,0,0.608,1,0.4354,,,,,,,,,,,,,,,,,,,,
cg4205,-0.8149,0.3931,0.03816,--,0,0.636,1,0.4253,,,,,,,,,,,,,,,,,,,,
cg4253,0.1839,0.0888,0.03827,-+,23.7,1.31,1,0.2523,,,,,,,,,,,,,,,,,,,,
cg253,0.2722,0.1314,0.03834,++,0,0.191,1,0.6623,,,,,,,,,,,,,,,,,,,,
cg652,0.8167,0.3943,0.03834,++,0,0.262,1,0.6089,,,,,,,,,,,,,,,,,,,,
cg3452,-0.2768,0.1337,0.03838,--,82.9,5.834,1,0.01572,,,,,,,,,,,,,,,,,,,,
cg743,-0.2668,0.1289,0.03845,--,0,0.016,1,0.8997,,,,,,,,,,,,,,,,,,,,
cg3353,0.6674,0.3224,0.03845,+-,68.3,3.158,1,0.07556,,,,,,,,,,,,,,,,,,,,
cg2921,-0.4763,0.2301,0.03848,--,0,0.259,1,0.6106,,,,,,,,,,,,,,,,,,,,
cg4749,0.2485,0.1201,0.03853,++,0,0.209,1,0.6476,,,,,,,,,,,,,,,,,,,,
cg4187,-0.4169,0.2016,0.03867,+-,27.1,1.372,1,0.2415,,,,,,,,,,,,,,,,,,,,
cg2393,0.467,0.2259,0.03869,-+,57.8,2.369,1,0.1238,,,,,,,,,,,,,,,,,,,,
cg1481,0.5512,0.267,0.03899,-+,62.8,2.689,1,0.1011,,,,,,,,,,,,,,,,,,,,
cg1262,0.3698,0.1792,0.03905,-+,26.7,1.364,1,0.2428,,,,,,,,,,,,,,,,,,,,
cg1305,-0.2057,0.0997,0.03909,+-,0,0.655,1,0.4183,,,,,,,,,,,,,,,,,,,,
cg4449,0.6853,0.3325,0.03933,++,33.7,1.508,1,0.2194,,,,,,,,,,,,,,,,,,,,
cg87,0.4441,0.2155,0.03935,++,0,0.096,1,0.7566,,,,,,,,,,,,,,,,,,,,
cg584,-0.385,0.1869,0.03942,-+,4,1.042,1,0.3074,,,,,,,,,,,,,,,,,,,,
cg890,-0.2299,0.1117,0.03951,--,0,0.14,1,0.7087,,,,,,,,,,,,,,,,,,,,
cg287,-0.7023,0.3413,0.03961,--,0,0.146,1,0.7024,,,,,,,,,,,,,,,,,,,,
cg4702,0.3983,0.1939,0.04001,++,0,0.032,1,0.8583,,,,,,,,,,,,,,,,,,,,
cg1894,-0.2373,0.1156,0.04011,+-,0,0.061,1,0.8049,,,,,,,,,,,,,,,,,,,,
cg4394,-0.8284,0.4039,0.04027,--,41.6,1.711,1,0.1908,,,,,,,,,,,,,,,,,,,,
cg866,-0.2125,0.1037,0.0405,--,0,0.018,1,0.8946,,,,,,,,,,,,,,,,,,,,
cg3684,-0.5531,0.2701,0.04058,--,0,0.141,1,0.7072,,,,,,,,,,,,,,,,,,,,
cg1336,0.3519,0.172,0.04074,-+,53.4,2.147,1,0.1429,,,,,,,,,,,,,,,,,,,,
cg3441,-0.3229,0.1579,0.04087,--,0,0.754,1,0.3853,,,,,,,,,,,,,,,,,,,,
cg4559,0.3796,0.1857,0.04098,-+,35.9,1.559,1,0.2118,,,,,,,,,,,,,,,,,,,,
cg2552,-0.298,0.1458,0.041,--,85.1,6.711,1,0.009581,,,,,,,,,,,,,,,,,,,,
cg3056,-0.4239,0.2076,0.04113,+-,79.9,4.986,1,0.02555,,,,,,,,,,,,,,,,,,,,
cg3429,-0.7715,0.3778,0.04114,--,0,0.786,1,0.3754,,,,,,,,,,,,,,,,,,,,
cg716,0.4109,0.2012,0.04117,-+,78.9,4.737,1,0.02951,,,,,,,,,,,,,,,,,,,,
cg4599,-0.0329,0.0161,0.04131,--,0,0.887,1,0.3464,,,,,,,,,,,,,,,,,,,,
cg2707,0.5486,0.2689,0.04132,++,0,0.919,1,0.3378,,,,,,,,,,,,,,,,,,,,
cg4621,0.2092,0.1026,0.04134,-+,25.6,1.344,1,0.2464,,,,,,,,,,,,,,,,,,,,
cg4281,0.2851,0.1398,0.04138,-+,0,0.326,1,0.5682,,,,,,,,,,,,,,,,,,,,
cg3103,-0.7478,0.3669,0.04151,--,0,0.477,1,0.4898,,,,,,,,,,,,,,,,,,,,
cg3148,-0.4125,0.2024,0.04158,--,30.8,1.445,1,0.2293,,,,,,,,,,,,,,,,,,,,
cg3894,0.1947,0.0957,0.04184,++,84.2,6.345,1,0.01177,,,,,,,,,,,,,,,,,,,,
cg3849,-0.3984,0.1959,0.04197,--,0,0.397,1,0.5284,,,,,,,,,,,,,,,,,,,,
cg4245,-0.5423,0.2667,0.04204,--,0,0.007,1,0.9335,,,,,,,,,,,,,,,,,,,,
cg2505,0.4584,0.2256,0.04214,++,0,0.058,1,0.8102,,,,,,,,,,,,,,,,,,,,
cg3036,-0.4094,0.2018,0.04242,+-,89.9,9.866,1,0.001684,,,,,,,,,,,,,,,,,,,,
cg3696,0.5895,0.2905,0.04245,+-,63.8,2.765,1,0.09638,,,,,,,,,,,,,,,,,,,,
cg3263,-0.4396,0.2168,0.04258,-+,26.3,1.357,1,0.244,,,,,,,,,,,,,,,,,,,,
cg19,0.6277,0.3096,0.04263,++,0,0.999,1,0.3175,,,,,,,,,,,,,,,,,,,,
cg3944,0.3303,0.163,0.04267,-+,86.2,7.223,1,0.007197,,,,,,,,,,,,,,,,,,,,
cg3773,-0.5262,0.2596,0.04267,+-,0,0.474,1,0.4913,,,,,,,,,,,,,,,,,,,,
cg1097,0.1873,0.0925,0.04286,++,0,0.005,1,0.941,,,,,,,,,,,,,,,,,,,,
cg2826,0.265,0.131,0.04305,-+,0,0.734,1,0.3916,,,,,,,,,,,,,,,,,,,,
cg1522,0.7263,0.3594,0.04328,+-,74.9,3.986,1,0.04588,,,,,,,,,,,,,,,,,,,,
cg518,-0.358,0.1773,0.0434,--,25.3,1.339,1,0.2473,,,,,,,,,,,,,,,,,,,,
cg2352,0.4726,0.234,0.0434,++,0,0.285,1,0.5935,,,,,,,,,,,,,,,,,,,,
cg3134,0.6253,0.31,0.04366,++,54.3,2.188,1,0.1391,,,,,,,,,,,,,,,,,,,,
cg3847,0.3251,0.1618,0.0445,-+,80.3,5.076,1,0.02427,,,,,,,,,,,,,,,,,,,,
cg735,0.1391,0.0693,0.04462,-+,90.4,10.466,1,0.001216,,,,,,,,,,,,,,,,,,,,
cg3368,0.274,0.1365,0.04467,++,0,0.017,1,0.8971,,,,,,,,,,,,,,,,,,,,
cg4566,-0.3788,0.1887,0.04476,+-,75.3,4.056,1,0.04401,,,,,,,,,,,,,,,,,,,,
cg4972,-0.4446,0.222,0.04519,--,0,0.991,1,0.3195,,,,,,,,,,,,,,,,,,,,
cg2939,-0.3169,0.1582,0.0452,+-,69.2,3.243,1,0.07172,,,,,,,,,,,,,,,,,,,,
cg315,0.1749,0.0874,0.04531,-+,80.9,5.233,1,0.02217,,,,,,,,,,,,,,,,,,,,
cg28,0.0893,0.0447,0.04579,++,0,0.316,1,0.574,,,,,,,,,,,,,,,,,,,,
cg4175,0.4999,0.2504,0.04586,++,0,0.805,1,0.3695,,,,,,,,,,,,,,,,,,,,
cg2525,-0.3268,0.1637,0.0459,+-,82.8,5.817,1,0.01587,,,,,,,,,,,,,,,,,,,,
cg4770,0.5994,0.3004,0.04602,++,0,0.001,1,0.9782,,,,,,,,,,,,,,,,,,,,
cg3973,0.5066,0.254,0.0461,++,12.9,1.149,1,0.2838,,,,,,,,,,,,,,,,,,,,
cg396,-0.2252,0.1129,0.04612,--,0,0.017,1,0.8966,,,,,,,,,,,,,,,,,,,,
cg937,0.3863,0.1938,0.04618,++,0,0.053,1,0.8179,,,,,,,,,,,,,,,,,,,,
cg1876,-0.431,0.2163,0.04627,+-,9.5,1.105,1,0.2932,,,,,,,,,,,,,,,,,,,,
cg2060,-0.1249,0.0627,0.04641,+-,47.7,1.913,1,0.1666,,,,,,,,,,,,,,,,,,,,
cg1046,0.7014,0.3526,0.04663,++,15.1,1.178,1,0.2778,,,,,,,,,,,,,,,,,,,,
cg4428,-0.7188,0.3613,0.04664,-+,37.7,1.606,1,0.2051,,,,,,,,,,,,,,,,,,,,
cg137,-0.7179,0.3611,0.04683,-+,50.5,2.02,1,0.1552,,,,,,,,,,,,,,,,,,,,
cg4433,-0.4129,0.2078,0.04687,--,9.9,1.11,1,0.292,,,,,,,,,,,,,,,,,,,,
cg1853,-0.527,0.2652,0.04689,--,8.6,1.094,1,0.2955,,,,,,,,,,,,,,,,,,,,
cg2041,-0.1393,0.0701,0.04698,+-,0,0.616,1,0.4326,,,,,,,,,,,,,,,,,,,,
cg2842,-0.6244,0.3147,0.04723,--,0,0.002,1,0.9635,,,,,,,,,,,,,,,,,,,,
cg4704,0.3182,0.1604,0.04725,-+,0,0.422,1,0.5157,,,,,,,,,,,,,,,,,,,,
cg2205,-0.273,0.1376,0.0473,+-,0,0.634,1,0.4258,,,,,,,,,,,,,,,,,,,,
cg882,0.1837,0.0926,0.04734,-+,37.8,1.608,1,0.2048,,,,,,,,,,,,,,,,,,,,
cg857,0.321,0.1623,0.04795,-+,1.6,1.016,1,0.3134,,,,,,,,,,,,,,,,,,,,
cg1984,-0.2796,0.1414,0.04807,--,0,0.464,1,0.4958,,,,,,,,,,,,,,,,,,,,
cg4036,0.6742,0.3411,0.04811,++,65.7,2.918,1,0.0876,,,,,,,,,,,,,,,,,,,,
cg1568,0.6836,0.3462,0.04827,++,0,0.691,1,0.4059,,,,,,,,,,,,,,,,,,,,
cg3174,-0.1494,0.0758,0.04871,--,0,0.862,1,0.3532,,,,,,,,,,,,,,,,,,,,
cg4528,-0.4316,0.219,0.04872,--,0,0.094,1,0.7587,,,,,,,,,,,,,,,,,,,,
cg1520,-0.7949,0.4036,0.0489,-+,78.9,4.744,1,0.02941,,,,,,,,,,,,,,,,,,,,
cg2307,0.3002,0.1525,0.04896,++,0,0.991,1,0.3194,,,,,,,,,,,,,,,,,,,,
cg1889,-0.7029,0.357,0.04896,--,0,0.005,1,0.9448,,,,,,,,,,,,,,,,,,,,
cg1987,-0.3397,0.1726,0.04898,--,84.3,6.383,1,0.01152,,,,,,,,,,,,,,,,,,,,
cg419,-0.2398,0.1218,0.04907,+-,10.9,1.123,1,0.2893,,,,,,,,,,,,,,,,,,,,
cg751,-0.4989,0.2535,0.04908,--,0,0.082,1,0.774,,,,,,,,,,,,,,,,,,,,
cg249,-0.3899,0.1982,0.04918,--,3.2,1.033,1,0.3094,,,,,,,,,,,,,,,,,,,,
cg4078,-0.8286,0.4212,0.04918,--,35.7,1.554,1,0.2125,,,,,,,,,,,,,,,,,,,,
cg758,-0.7175,0.3651,0.0494,--,0,0.744,1,0.3885,,,,,,,,,,,,,,,,,,,,
cg3398,-0.266,0.1354,0.04948,+-,0,0.214,1,0.6435,,,,,,,,,,,,,,,,,,,,
cg755,0.3734,0.1904,0.0499,-+,38.7,1.631,1,0.2016,,,,,,,,,,,,,,,,,,,,
cg3594,-0.6632,0.3384,0.05003,--,0,0.237,1,0.6264,,,,,,,,,,,,,,,,,,,,
cg3649,0.3942,0.2012,0.05005,++,0,0.245,1,0.6204,,,,,,,,,,,,,,,,,,,,
cg1801,0.7537,0.3848,0.05018,++,52.4,2.1,1,0.1473,,,,,,,,,,,,,,,,,,,,
cg4322,-0.5067,0.2588,0.05025,+-,74.8,3.968,1,0.04638,,,,,,,,,,,,,,,,,,,,
cg58,-0.5237,0.2676,0.05034,+-,0,0.283,1,0.5944,,,,,,,,,,,,,,,,,,,,
cg4127,-0.2712,0.1386,0.05042,--,0,0.694,1,0.4048,,,,,,,,,,,,,,,,,,,,
cg4227,-0.5598,0.2864,0.05067,--,0,0.317,1,0.5733,,,,,,,,,,,,,,,,,,,,
cg1699,0.9231,0.4726,0.0508,++,0,0.047,1,0.8277,,,,,,,,,,,,,,,,,,,,
cg3741,-0.3841,0.1966,0.0508,+-,93.2,14.706,1,0.0001256,,,,,,,,,,,,,,,,,,,,
cg2137,-0.4145,0.2126,0.0512,--,0,0.816,1,0.3662,,,,,,,,,,,,,,,,,,,,
cg3392,0.5069,0.2602,0.05134,-+,56.3,2.288,1,0.1304,,,,,,,,,,,,,,,,,,,,
cg2489,-0.8644,0.4438,0.05144,--,0,0.158,1,0.6908,,,,,,,,,,,,,,,,,,,,
cg935,-0.6557,0.3369,0.05161,+-,50.6,2.026,1,0.1547,,,,,,,,,,,,,,,,,,,,
cg3526,0.3478,0.1788,0.05177,-+,0,0.624,1,0.4297,,,,,,,,,,,,,,,,,,,,
cg3539,-0.8489,0.4365,0.05179,--,0,0.015,1,0.9034,,,,,,,,,,,,,,,,,,,,
cg2113,0.4193,0.2156,0.05184,++,0,0.003,1,0.9565,,,,,,,,,,,,,,,,,,,,
cg2201,0.1946,0.1005,0.0528,-+,0,0.533,1,0.4652,,,,,,,,,,,,,,,,,,,,
cg27,-0.7573,0.3914,0.05303,--,13.1,1.151,1,0.2833,,,,,,,,,,,,,,,,,,,,
cg3515,0.3938,0.2036,0.05308,-+,20.4,1.257,1,0.2623,,,,,,,,,,,,,,,,,,,,
cg3092,0.5825,0.3012,0.05314,-+,81.7,5.467,1,0.01938,,,,,,,,,,,,,,,,,,,,
cg491,0.5041,0.2608,0.05323,-+,0,0.53,1,0.4665,,,,,,,,,,,,,,,,,,,,
